Date,Open,High,Low,Close,Adj Close,Volume
11/21/2008,130.764862,134.182053,123.188263,130.725006,130.725006,20565700
11/24/2008,134.127258,134.470963,124.04007,128.239334,128.239334,20184700
11/25/2008,133.838348,142.794769,133.160873,140.498383,140.498383,21623100
11/26/2008,139.616684,147.178345,137.584305,145.499634,145.499634,12760800
11/28/2008,144.747452,147.671494,143.601746,145.933014,145.933014,5150200
12/1/2008,142.804733,143.153427,132.493378,132.498367,132.498367,11465100
12/2/2008,134.361374,138.371353,130.799728,137.041336,137.041336,11723000
12/3/2008,134.421158,140.154663,132.174576,139.193268,139.193268,11853800
12/4/2008,137.748688,141.215683,133.883179,136.657776,136.657776,9809700
12/5/2008,135.003967,141.589294,131.517044,141.464752,141.464752,13091200
12/8/2008,144.453552,154.142242,140.473465,150.490921,150.490921,16349500
12/9/2008,148.289169,158.40625,147.950439,152.413712,152.413712,13831300
12/10/2008,154.042618,156.862045,151.686447,153.833389,153.833389,10513100
12/11/2008,151.517075,155.85582,148.343964,149.549454,149.549454,12404600
12/12/2008,147.302872,157.644104,146.451065,157.290436,157.290436,11487000
12/15/2008,156.418701,158.650345,151.985321,154.754944,154.754944,13526200
12/16/2008,156.672745,164.134781,155.053818,162.032669,162.032669,14172100
12/17/2008,158.725067,160.463547,155.626678,157.031403,157.031403,11622700
12/18/2008,157.758682,159.576874,153.977859,154.560669,154.560669,9562600
12/19/2008,154.914337,158.301651,153.923065,154.505875,154.505875,11267200
12/22/2008,153.703873,154.172119,144.772354,148.000259,148.000259,7864500
12/23/2008,149.654053,151.088684,147.781082,148.453552,148.453552,7583600
12/24/2008,150.177094,152.598022,148.632889,150.909348,150.909348,3857300
12/26/2008,151.46727,152.060043,148.598022,149.619186,149.619186,3932800
12/29/2008,149.549454,150.127289,145.24559,148.154678,148.154678,7431500
12/30/2008,149.838364,152.832153,148.797272,150.989059,150.989059,7715700
12/31/2008,151.532028,154.919327,150.73999,153.25058,153.25058,5795100
1/2/2009,153.723801,160.309128,152.179596,160.060059,160.060059,7248000
1/5/2009,159.90065,165.001541,156.91185,163.412491,163.412491,9814500
1/6/2009,165.868286,169.763687,162.585587,166.406265,166.406265,12898500
1/7/2009,163.546982,164.837143,158.779861,160.403763,160.403763,9022600
1/8/2009,158.545731,161.987823,158.077484,161.987823,161.987823,7228300
1/9/2009,163.138519,163.138519,156.114838,156.946732,156.946732,8713400
1/12/2009,157.564407,158.879486,154.535767,155.761169,155.761169,6633300
1/13/2009,155.302887,159.701401,154.615463,156.57312,156.57312,8898100
1/14/2009,154.421188,156.314102,148.319061,149.92305,149.92305,10976700
1/15/2009,148.229401,151.223175,142.859528,148.936752,148.936752,11913400
1/16/2009,151.940491,153.549454,147.297897,149.275482,149.275482,10487900
1/20/2009,149.011475,149.190796,140.847076,140.847076,140.847076,10134100
1/21/2009,143.636612,151.183334,143.636612,150.974106,150.974106,9885800
1/22/2009,148.463516,154.097412,147.023926,152.677719,152.677719,16595900
1/23/2009,154.057556,165.360184,151.541977,161.743744,161.743744,21545900
1/26/2009,161.818466,163.387589,159.681473,161.330292,161.330292,9255900
1/27/2009,162.615479,166.31163,161.529541,165.121078,165.121078,9891400
1/28/2009,168.358948,175.507156,167.527069,173.68399,173.68399,15440300
1/29/2009,171.626694,171.880753,169.419968,171.018982,171.018982,14622100
1/30/2009,171.701416,173.748749,167.37265,168.632919,168.632919,9378900
2/2/2009,166.520844,171.855835,165.380112,169.649109,169.649109,10452800
2/3/2009,170.645386,170.859573,166.291702,169.58934,169.58934,13162100
2/4/2009,169.40004,176.558212,168.951721,170.859573,170.859573,13685800
2/5/2009,169.818481,177.026459,167.870773,176.199554,176.199554,14583200
2/6/2009,177.564438,186.207047,177.056351,184.946777,184.946777,14128800
2/9/2009,184.946777,189.78862,182.964203,188.677795,188.677795,9991800
2/10/2009,187.287994,188.045166,178.276779,178.585617,178.585617,14260600
2/11/2009,178.804794,181.818497,175.840912,178.351501,178.351501,10502300
2/12/2009,175.920609,181.131073,175.08374,180.847137,180.847137,11142200
2/13/2009,180.418747,180.817245,176.951736,178.172165,178.172165,8324300
2/17/2009,172.608017,172.896942,169.210754,170.690216,170.690216,11403300
2/18/2009,172.971664,176.030197,169.624207,175.895706,175.895706,12094100
2/19/2009,178.067566,179.22821,170.067551,170.680252,170.680252,10014700
2/20/2009,168.393814,173.808517,166.874512,172.57814,172.57814,12480700
2/23/2009,172.852112,174.246887,164.159683,164.413742,164.413742,10481200
2/24/2009,164.891937,174.157211,164.827194,172.080002,172.080002,12237400
2/25/2009,170.436157,175.492218,168.827194,170.182114,170.182114,12926300
2/26/2009,172.334045,175.586853,167.950485,167.960449,167.960449,11253200
2/27/2009,165.853348,171.268051,164.936783,168.363937,168.363937,10880500
3/2/2009,166.042633,169.713867,162.391312,162.969147,162.969147,11620300
3/3/2009,164.418716,166.221954,160.573135,162.132294,162.132294,13098400
3/4/2009,160.976624,163.885712,157.101151,158.864532,158.864532,15695300
3/5/2009,157.649094,158.944244,150.754929,152.249329,152.249329,13108600
3/6/2009,153.036377,154.515839,146.575592,153.708862,153.708862,14522500
3/9/2009,149.429901,152.712601,144.184555,144.901871,144.901871,12991000
3/10/2009,148.56813,154.670258,146.575592,153.509613,153.509613,13510700
3/11/2009,154.471008,159.402527,152.284195,158.36142,158.36142,11891500
3/12/2009,158.177109,161.893188,156.23938,161.160934,161.160934,10085800
3/13/2009,162.441132,163.118591,158.919327,161.604263,161.604263,7842000
3/16/2009,162.386337,164.249359,158.70015,159.248093,159.248093,9930500
3/17/2009,159.492188,167.043884,158.949219,167.043884,167.043884,9460300
3/18/2009,166.779861,169.365173,163.412491,165.928055,165.928055,10061900
3/19/2009,165.220718,167.37265,163.078735,164.353958,164.353958,8253100
3/20/2009,164.533295,165.87326,162.560684,164.463547,164.463547,9511200
3/23/2009,166.157196,174.07254,165.893188,173.649124,173.649124,8574900
3/24/2009,172.603043,176.259338,171.357712,172.936783,172.936783,7668500
3/25/2009,174.545761,175.014008,167.497177,171.392578,171.392578,8705000
3/26/2009,175.905655,178.909409,173.599304,175.985367,175.985367,12051500
3/27/2009,174.346512,175.342773,172.089966,173.200806,173.200806,6670400
3/30/2009,170.635422,171.263062,167.397552,170.705154,170.705154,6211300
3/31/2009,173.813507,176.094955,172.443634,173.380127,173.380127,7337900
4/1/2009,171.248123,176.956726,169.669037,176.383865,176.383865,6627100
4/2/2009,180.976654,184.189606,179.487244,180.573166,180.573166,9009500
4/3/2009,181.569427,185.165955,178.331573,184.19957,184.19957,7607900
